Ticker,Date/Time,open,high,low,close,volume
ACWI,03/01/2023,85.51000213623047,86.0199966430664,84.4000015258789,84.9000015258789,13272000
ACWI,04/01/2023,85.81999969482422,86.27999877929688,85.11000061035156,85.9800033569336,5696300
ACWI,05/01/2023,85.41999816894531,85.5199966430664,84.91999816894531,85.0999984741211,8268000
ACWI,06/01/2023,85.80000305175781,87.25,85.12999725341797,87.06999969482422,5254100
ACWI,09/01/2023,87.66000366210938,88.33000183105469,87.22000122070312,87.26000213623047,6658500
ACWI,10/01/2023,87.19000244140625,87.7699966430664,86.91999816894531,87.75,4361200
ACWI,11/01/2023,88.06999969482422,88.69000244140625,87.91000366210938,88.66999816894531,13190300
ACWI,12/01/2023,89.12000274658203,89.52999877929688,88.11000061035156,89.29000091552734,5230700
ACWI,13/01/2023,88.7300033569336,89.77999877929688,88.72000122070312,89.69000244140625,8269400
ACWI,17/01/2023,89.69000244140625,90.06999969482422,89.47000122070312,89.62999725341797,3795100
ACWI,18/01/2023,90.18000030517578,90.30999755859375,88.61000061035156,88.6500015258789,3426900
ACWI,19/01/2023,88.30000305175781,88.68000030517578,87.87999725341797,88.30000305175781,3860000
ACWI,20/01/2023,88.44999694824219,89.68000030517578,88.19000244140625,89.66999816894531,5019800
ACWI,23/01/2023,89.66999816894531,90.77999877929688,89.55000305175781,90.45999908447266,7665800
ACWI,24/01/2023,90.05999755859375,90.5199966430664,89.77999877929688,90.33999633789062,5137400
ACWI,25/01/2023,89.62999725341797,90.62999725341797,89.23999786376953,90.55000305175781,6457200
ACWI,26/01/2023,91.11000061035156,91.36000061035156,90.4000015258789,91.31999969482422,5496300
ACWI,27/01/2023,90.94999694824219,91.80999755859375,90.91999816894531,91.37000274658203,5553300
ACWI,30/01/2023,90.77999877929688,91.18000030517578,90.2300033569336,90.2699966430664,7535100
ACWI,31/01/2023,90.16000366210938,91.26000213623047,90.08999633789062,91.25,8372000
ACWI,01/02/2023,91.0199966430664,92.70999908447266,90.43000030517578,92.18000030517578,3807600
ACWI,02/02/2023,92.94999694824219,93.23999786376953,92.22000122070312,92.93000030517578,3485900
ACWI,03/02/2023,91.80000305175781,92.45500183105469,91.7699966430664,92.33000183105469,333512
VT,03/01/2023,86.87999725341797,87.37999725341797,85.70999908447266,86.23999786376953,3647800
VT,04/01/2023,87.0199966430664,87.62000274658203,86.44999694824219,87.30000305175781,2534400
VT,05/01/2023,86.72000122070312,86.79000091552734,86.19999694824219,86.4000015258789,2486400
VT,06/01/2023,87.01000213623047,88.55000305175781,86.41000366210938,88.37999725341797,1827700
VT,09/01/2023,89.0,89.6500015258789,88.55000305175781,88.58999633789062,4752300
VT,10/01/2023,88.51000213623047,89.06999969482422,88.22000122070312,89.06999969482422,4671700
VT,11/01/2023,89.44000244140625,89.9800033569336,89.23999786376953,89.97000122070312,2731900
VT,12/01/2023,90.31999969482422,90.87000274658203,89.44999694824219,90.61000061035156,2880000
VT,13/01/2023,90.05000305175781,91.1500015258789,90.0,91.08000183105469,1711600
VT,17/01/2023,91.04000091552734,91.4800033569336,90.86000061035156,91.05999755859375,2714800
VT,18/01/2023,91.62999725341797,91.73999786376953,90.05000305175781,90.08000183105469,4146400
VT,19/01/2023,89.68000030517578,90.08000183105469,89.27999877929688,89.68000030517578,4035100
VT,20/01/2023,89.94000244140625,91.08999633789062,89.61000061035156,91.06999969482422,2333300
VT,23/01/2023,91.05000305175781,92.25,90.97000122070312,91.93000030517578,4305300
VT,24/01/2023,91.58000183105469,92.0199966430664,91.27999877929688,91.83999633789062,1460700
VT,25/01/2023,91.16000366210938,92.06999969482422,90.69999694824219,92.01000213623047,1616400
VT,26/01/2023,92.58000183105469,92.81999969482422,91.87999725341797,92.79000091552734,1645800
VT,27/01/2023,92.44000244140625,93.23999786376953,92.33999633789062,92.8499984741211,1597900
VT,30/01/2023,92.22000122070312,92.62999725341797,91.69000244140625,91.72000122070312,2152500
VT,31/01/2023,91.7300033569336,92.79000091552734,91.58999633789062,92.77999877929688,1352900
VT,01/02/2023,92.68000030517578,94.30000305175781,91.98999786376953,93.79000091552734,1830600
VT,02/02/2023,94.45999908447266,94.87000274658203,93.8499984741211,94.55000305175781,2264400
VT,03/02/2023,93.43000030517578,94.05599975585938,93.43000030517578,94.0,510556
URTH,03/01/2023,110.04000091552734,110.56999969482422,108.38999938964844,109.0999984741211,592600
URTH,04/01/2023,110.08000183105469,110.6500015258789,109.19999694824219,110.16999816894531,223500
URTH,05/01/2023,109.4800033569336,109.4800033569336,108.80000305175781,108.87999725341797,196800
URTH,06/01/2023,109.69999694824219,111.68000030517578,108.97000122070312,111.44999694824219,287600
URTH,09/01/2023,112.25,113.0,111.5,111.58000183105469,459800
URTH,10/01/2023,111.33999633789062,112.19000244140625,111.0999984741211,112.19000244140625,111000
URTH,11/01/2023,112.66999816894531,113.41999816894531,112.48999786376953,113.41000366210938,181600
URTH,12/01/2023,113.94000244140625,114.55999755859375,112.81999969482422,114.29000091552734,178600
URTH,13/01/2023,113.5,114.88999938964844,113.47000122070312,114.80000305175781,288700
URTH,17/01/2023,115.01000213623047,115.33000183105469,114.55000305175781,114.79000091552734,680200
URTH,18/01/2023,115.37999725341797,115.62999725341797,113.4000015258789,113.47000122070312,431900
URTH,19/01/2023,112.83999633789062,113.31999969482422,112.36000061035156,112.75,250900
URTH,20/01/2023,113.05999755859375,114.61000061035156,112.6500015258789,114.55999755859375,288400
URTH,23/01/2023,114.69000244140625,116.08999633789062,114.41000366210938,115.69999694824219,367200
URTH,24/01/2023,115.25,115.7699966430664,114.81999969482422,115.58999633789062,126100
URTH,25/01/2023,114.55000305175781,115.86000061035156,114.0999984741211,115.81999969482422,112000
URTH,26/01/2023,116.37000274658203,116.77999877929688,115.55000305175781,116.77999877929688,147600
URTH,27/01/2023,116.38999938964844,117.48999786376953,116.30999755859375,116.94999694824219,462000
URTH,30/01/2023,116.18000030517578,116.77999877929688,115.56999969482422,115.62999725341797,486500
URTH,31/01/2023,115.69999694824219,117.05999755859375,115.5,117.01000213623047,192900
URTH,01/02/2023,116.83999633789062,118.87999725341797,116.16000366210938,118.23999786376953,228000
URTH,02/02/2023,119.18000030517578,119.77999877929688,118.48999786376953,119.43000030517578,572100
URTH,03/02/2023,118.04000091552734,118.77010345458984,117.98999786376953,118.65499877929688,42708
